region,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
Amapá,2020-02-15,11,6,-10,-3,4,0
Amapá,2020-02-16,8,5,2,6,2,1
Amapá,2020-02-17,2,5,11,0,11,0
Amapá,2020-02-18,-1,1,5,-1,12,0
Amapá,2020-02-19,-3,1,-1,-12,7,0
Amapá,2020-02-20,-2,-3,-11,-10,7,1
Amapá,2020-02-21,9,12,8,-1,8,0
Amapá,2020-02-22,3,5,3,-11,-2,1
Amapá,2020-02-23,18,6,15,-40,0,-1
Amapá,2020-02-24,-7,3,0,-54,-36,6
Amapá,2020-02-25,-8,-39,4,-24,-62,7
Amapá,2020-02-26,-20,-10,-3,-22,-33,7
Amapá,2020-02-27,-3,0,-4,-6,8,1
Amapá,2020-02-28,7,13,-1,-14,11,0
Amapá,2020-02-29,9,11,-8,-14,7,2
Amapá,2020-03-01,-1,6,-6,-3,1,3
Amapá,2020-03-02,0,13,-7,-9,13,-1
Amapá,2020-03-03,-1,9,-5,-8,12,-1
Amapá,2020-03-04,1,8,0,-25,10,-2
Amapá,2020-03-05,7,7,0,2,11,0
Amapá,2020-03-06,12,15,1,-3,15,-1
Amapá,2020-03-07,13,16,-10,-3,8,1
Amapá,2020-03-08,21,19,11,-11,5,2
Amapá,2020-03-09,-2,8,-4,-7,15,0
Amapá,2020-03-10,4,14,-4,-8,17,-1
Amapá,2020-03-11,0,7,-2,-28,11,-2
Amapá,2020-03-12,4,5,2,-3,13,-1
Amapá,2020-03-13,9,9,0,-6,15,-1
Amapá,2020-03-14,3,13,-14,-8,9,1
Amapá,2020-03-15,-14,13,-30,-2,-2,4
Amapá,2020-03-16,-10,19,-3,-8,10,1
Amapá,2020-03-17,-18,16,-10,-13,4,3
Amapá,2020-03-18,-24,12,-16,-26,-13,6
Amapá,2020-03-19,-50,-11,-35,-24,-51,16
Amapá,2020-03-20,-45,14,-46,-35,-36,14
Amapá,2020-03-21,-75,-21,-60,-43,-43,17
Amapá,2020-03-22,-75,-29,-60,-53,-32,15
Amapá,2020-03-23,-73,-26,-53,-51,-50,18
Amapá,2020-03-24,-73,-31,-50,-64,-54,19
Amapá,2020-03-25,-71,-28,-44,-68,-55,18
Amapá,2020-03-26,-71,-31,-51,-53,-53,18
Amapá,2020-03-27,-69,-28,-49,-65,-50,18
Amapá,2020-03-28,-71,-29,-55,-68,-41,15
Amapá,2020-03-29,-71,-27,-51,-73,-28,11
Amapá,2020-03-30,-67,-23,-49,-65,-49,17
Amapá,2020-03-31,-63,-15,-45,-67,-46,16
Amapá,2020-04-01,-62,-12,-39,-66,-48,16
Amapá,2020-04-02,-60,-17,-48,-62,-48,17
Amapá,2020-04-03,-62,-16,-48,-65,-45,18
Amapá,2020-04-04,-62,-13,-47,-70,-35,13
Amapá,2020-04-05,-70,-22,-53,-73,-28,11
Amapá,2020-04-06,-58,-14,-39,-69,-43,15
Amapá,2020-04-07,-57,-13,-39,-71,-43,14
Amapá,2020-04-08,-57,-11,-38,-69,-46,14
Amapá,2020-04-09,-52,0,-30,-60,-48,14
Amapá,2020-04-10,-77,-57,-53,-78,-71,22
Amapá,2020-04-11,-59,-5,-46,-77,-35,14
Amapá,2020-04-12,-70,-22,-56,-85,-26,12
Amapá,2020-04-13,-59,-20,-38,-74,-43,17
Amapá,2020-04-14,-59,-19,-45,-77,-43,17
Amapá,2020-04-15,-58,-18,-37,-75,-45,17
Amapá,2020-04-16,-58,-19,-38,-69,-46,18
Amapá,2020-04-17,-54,-9,-35,-70,-41,18
Amapá,2020-04-18,-62,-17,-46,-76,-31,15
Amapá,2020-04-19,-69,-21,-48,-82,-24,13
Amapá,2020-04-20,-58,-16,-40,-77,-43,16
Amapá,2020-04-21,-66,-24,-43,-79,-57,19
Amapá,2020-04-22,-56,-14,-37,-72,-42,15
Amapá,2020-04-23,-56,-15,-33,-67,-42,16
Amapá,2020-04-24,-55,-10,-38,-69,-40,16
Amapá,2020-04-25,-61,-15,-45,-75,-30,13
Amapá,2020-04-26,-69,-23,-54,-80,-25,14
Amapá,2020-04-27,-57,-13,-39,-73,-40,17
Amapá,2020-04-28,-57,-10,-42,-73,-41,14
Amapá,2020-04-29,-62,-16,-43,-76,-46,18
Amapá,2020-04-30,-53,0,-39,-64,-43,16
Amapá,2020-05-01,-72,-24,-54,-75,-64,23
Amapá,2020-05-02,-63,-13,-52,-75,-33,16
Amapá,2020-05-03,-71,-22,-59,-79,-28,14
Amapá,2020-05-04,-56,-7,-44,-66,-44,15
Amapá,2020-05-05,-56,-4,-42,-74,-44,16
Amapá,2020-05-06,-57,-3,-36,-65,-46,16
Amapá,2020-05-07,-57,-6,-43,-70,-47,18
Amapá,2020-05-08,-56,-1,-41,-63,-44,19
Amapá,2020-05-09,-62,-5,-55,-77,-36,18
Amapá,2020-05-10,-66,-7,-58,-76,-14,14
Amapá,2020-05-11,-61,-15,-41,-71,-48,19
Amapá,2020-05-12,-61,-13,-44,-77,-47,19
Amapá,2020-05-13,-62,-16,-42,-71,-50,19
Amapá,2020-05-14,-64,-20,-49,-71,-50,19
Amapá,2020-05-15,-66,-15,-50,-69,-57,23
Amapá,2020-05-16,-66,-17,-57,-77,-38,19
Amapá,2020-05-17,-74,-21,-63,-79,-26,17
Amapá,2020-05-18,-54,1,-40,-66,-45,17
Amapá,2020-05-19,-78,-36,-61,-83,-56,22
Amapá,2020-05-20,-80,-26,-56,-75,-58,22
Amapá,2020-05-21,-79,-27,-59,-74,-57,22
Amapá,2020-05-22,-78,-21,-59,-69,-54,22
Amapá,2020-05-23,-81,-25,-64,-80,-42,19
Amapá,2020-05-24,-83,-23,-63,-76,-29,17
Amapá,2020-05-25,-77,-18,-50,-73,-52,20
Amapá,2020-05-26,-77,-17,-56,-73,-50,20
Amapá,2020-05-27,-76,-16,-50,-68,-52,19
Amapá,2020-05-28,-76,-17,-53,-69,-51,21
Amapá,2020-05-29,-72,-1,-45,-67,-47,21
Amapá,2020-05-30,-76,-10,-58,-71,-34,18
Amapá,2020-05-31,-79,-7,-56,-70,-19,16
Amapá,2020-06-01,-72,-7,-46,-66,-45,20
Amapá,2020-06-02,-70,-1,-44,-65,-43,19
Amapá,2020-06-03,-65,8,-33,-60,-42,17
Amapá,2020-06-04,-65,1,-38,-53,-42,18
Amapá,2020-06-05,-61,9,-37,-60,-39,17
Amapá,2020-06-06,-67,-1,-48,-66,-24,15
Amapá,2020-06-07,-75,-3,-50,-65,-11,13
Amapá,2020-06-08,-61,5,-38,-62,-36,16
Amapá,2020-06-09,-61,4,-38,-59,-36,16
Amapá,2020-06-10,-58,12,-30,-57,-38,15
Amapá,2020-06-11,-66,-2,-35,-53,-52,20
Amapá,2020-06-12,-54,16,-33,-60,-37,17
Amapá,2020-06-13,-67,-6,-48,-70,-20,15
Amapá,2020-06-14,-73,-4,-42,-59,-4,13
Amapá,2020-06-15,-61,0,-35,-58,-33,17
Amapá,2020-06-16,-61,-4,-39,-58,-33,17
Amapá,2020-06-17,-57,-1,-36,-61,-35,16
Amapá,2020-06-18,-57,-2,-40,-53,-35,17
Amapá,2020-06-19,-52,11,-31,-57,-31,15
Amapá,2020-06-20,-57,5,-39,-60,-13,13
Amapá,2020-06-21,-72,0,-40,-64,-3,12
Amapá,2020-06-22,-53,3,-26,-54,-31,15
Amapá,2020-06-23,-52,9,-32,-52,-31,15
Amapá,2020-06-24,-53,5,-24,-53,-31,15
Amapá,2020-06-25,-52,3,-28,-42,-32,16
Amapá,2020-06-26,-54,8,-32,-50,-29,16
Amapá,2020-06-27,-57,4,-35,-55,-12,13
Amapá,2020-06-28,-71,-1,-31,-61,0,12
Amapá,2020-06-29,-52,5,-28,-51,-28,15
Amapá,2020-06-30,-47,18,-24,-42,-26,14
Amapá,2020-07-01,-44,25,-10,-35,-28,12
Amapá,2020-07-02,-43,21,-19,-26,-29,14
Amapá,2020-07-03,-41,27,-21,-36,-24,14
Amapá,2020-07-04,-50,15,-29,-49,-9,8
Amapá,2020-07-05,-64,19,-23,-49,5,9
Amapá,2020-07-06,-43,18,-14,-25,-25,12
Amapá,2020-07-07,-41,25,-13,-34,-25,11
Amapá,2020-07-08,-43,20,-9,-37,-26,11
Amapá,2020-07-09,-43,15,-15,-35,-26,12
Amapá,2020-07-10,-39,28,-10,-38,-22,12
Amazonas,2020-02-15,9,7,-2,10,6,-1
Amazonas,2020-02-16,4,5,-10,11,1,1
Amazonas,2020-02-17,-2,1,0,12,16,-1
Amazonas,2020-02-18,-1,0,7,13,18,-2
Amazonas,2020-02-19,-4,-3,-5,10,15,-1
Amazonas,2020-02-20,1,2,0,12,16,-1
Amazonas,2020-02-21,5,4,-2,13,16,-2
Amazonas,2020-02-22,-1,3,-11,5,1,1
Amazonas,2020-02-23,4,3,1,12,-2,0
Amazonas,2020-02-24,-3,0,25,-9,-35,6
Amazonas,2020-02-25,-23,-22,30,-16,-60,10
Amazonas,2020-02-26,-21,-14,-10,-17,-37,9
Amazonas,2020-02-27,-10,-4,-12,4,12,0
Amazonas,2020-02-28,-4,2,-12,7,16,0
Amazonas,2020-02-29,-2,7,-13,3,9,1
Amazonas,2020-03-01,-5,7,-12,2,1,2
Amazonas,2020-03-02,-6,5,-5,12,16,-1
Amazonas,2020-03-03,1,11,6,16,19,-3
Amazonas,2020-03-04,-4,3,-6,12,17,-2
Amazonas,2020-03-05,2,8,-4,15,17,-2
Amazonas,2020-03-06,9,11,-5,17,20,-2
Amazonas,2020-03-07,11,18,-4,14,7,-1
Amazonas,2020-03-08,11,13,-3,12,4,1
Amazonas,2020-03-09,0,7,5,19,19,-2
Amazonas,2020-03-10,1,7,6,19,20,-3
Amazonas,2020-03-11,-4,1,2,14,18,-2
Amazonas,2020-03-12,-4,-1,1,14,18,-1
Amazonas,2020-03-13,1,3,0,13,20,-2
Amazonas,2020-03-14,-12,-1,-30,-6,2,3
Amazonas,2020-03-15,-6,9,-10,3,2,2
Amazonas,2020-03-16,-7,5,-4,9,16,-1
Amazonas,2020-03-17,-13,6,-8,-3,6,2
Amazonas,2020-03-18,-21,0,-20,-9,-3,5
Amazonas,2020-03-19,-34,-12,-34,-23,-10,9
Amazonas,2020-03-20,-25,3,-27,-19,-9,8
Amazonas,2020-03-21,-40,2,-43,-25,-12,9
Amazonas,2020-03-22,-60,-15,-60,-39,-23,10
Amazonas,2020-03-23,-59,-22,-55,-43,-34,15
Amazonas,2020-03-24,-57,-17,-44,-40,-33,12
Amazonas,2020-03-25,-61,-25,-52,-46,-39,16
Amazonas,2020-03-26,-60,-26,-50,-45,-39,16
Amazonas,2020-03-27,-56,-22,-51,-42,-37,16
Amazonas,2020-03-28,-59,-21,-56,-42,-32,13
Amazonas,2020-03-29,-64,-28,-62,-46,-26,13
Amazonas,2020-03-30,-57,-23,-52,-46,-40,16
Amazonas,2020-03-31,-54,-17,-50,-45,-38,15
Amazonas,2020-04-01,-49,-5,-47,-41,-39,15
Amazonas,2020-04-02,-49,-9,-45,-41,-40,16
Amazonas,2020-04-03,-47,-6,-46,-35,-37,16
Amazonas,2020-04-04,-55,-9,-55,-38,-33,14
Amazonas,2020-04-05,-64,-21,-63,-47,-29,13
Amazonas,2020-04-06,-55,-12,-51,-43,-41,16
Amazonas,2020-04-07,-51,-7,-46,-40,-41,14
Amazonas,2020-04-08,-56,-17,-53,-47,-44,16
Amazonas,2020-04-09,-53,-9,-50,-44,-47,17
Amazonas,2020-04-10,-71,-36,-59,-60,-70,26
Amazonas,2020-04-11,-63,-19,-63,-50,-41,18
Amazonas,2020-04-12,-66,-23,-66,-51,-29,13
Amazonas,2020-04-13,-58,-21,-52,-45,-43,17
Amazonas,2020-04-14,-56,-20,-48,-46,-43,17
Amazonas,2020-04-15,-57,-19,-53,-46,-44,18
Amazonas,2020-04-16,-57,-21,-53,-45,-44,19
Amazonas,2020-04-17,-56,-16,-53,-43,-42,20
Amazonas,2020-04-18,-64,-18,-61,-45,-35,16
Amazonas,2020-04-19,-69,-25,-65,-49,-30,14
Amazonas,2020-04-20,-58,-14,-51,-43,-48,18
Amazonas,2020-04-21,-69,-29,-51,-56,-63,21
Amazonas,2020-04-22,-58,-16,-54,-42,-42,16
Amazonas,2020-04-23,-59,-19,-52,-44,-43,17
Amazonas,2020-04-24,-60,-21,-55,-43,-41,18
Amazonas,2020-04-25,-68,-26,-65,-50,-36,17
Amazonas,2020-04-26,-67,-18,-64,-45,-27,14
Amazonas,2020-04-27,-56,-13,-50,-40,-39,17
Amazonas,2020-04-28,-56,-12,-47,-41,-39,13
Amazonas,2020-04-29,-56,-11,-50,-39,-40,16
Amazonas,2020-04-30,-50,-1,-44,-36,-39,15
Amazonas,2020-05-01,-65,-18,-54,-52,-63,23
Amazonas,2020-05-02,-60,-12,-60,-44,-35,15
Amazonas,2020-05-03,-65,-18,-64,-45,-25,12
Amazonas,2020-05-04,-51,-4,-47,-38,-36,15
Amazonas,2020-05-05,-49,4,-43,-36,-36,15
Amazonas,2020-05-06,-51,3,-52,-38,-38,16
Amazonas,2020-05-07,-49,3,-46,-34,-37,17
Amazonas,2020-05-08,-48,2,-49,-33,-35,17
Amazonas,2020-05-09,-50,8,-53,-28,-26,14
Amazonas,2020-05-10,-58,-2,-62,-31,-8,10
Amazonas,2020-05-11,-53,-9,-47,-35,-36,15
Amazonas,2020-05-12,-53,-9,-44,-36,-35,15
Amazonas,2020-05-13,-55,-15,-51,-39,-37,17
Amazonas,2020-05-14,-54,-14,-50,-39,-37,15
Amazonas,2020-05-15,-52,-9,-48,-36,-34,17
Amazonas,2020-05-16,-55,-6,-54,-33,-26,14
Amazonas,2020-05-17,-63,-15,-60,-41,-18,12
Amazonas,2020-05-18,-53,-11,-49,-37,-33,16
Amazonas,2020-05-19,-50,-6,-44,-36,-32,15
Amazonas,2020-05-20,-49,-1,-46,-34,-33,15
Amazonas,2020-05-21,-48,-2,-44,-33,-32,17
Amazonas,2020-05-22,-47,0,-44,-31,-29,15
Amazonas,2020-05-23,-55,-10,-56,-36,-22,13
Amazonas,2020-05-24,-58,-1,-57,-34,-12,10
Amazonas,2020-05-25,-46,4,-41,-29,-29,14
Amazonas,2020-05-26,-45,3,-38,-29,-27,13
Amazonas,2020-05-27,-45,3,-41,-29,-27,13
Amazonas,2020-05-28,-44,2,-38,-29,-27,14
Amazonas,2020-05-29,-41,11,-39,-24,-23,15
Amazonas,2020-05-30,-44,13,-43,-20,-12,11
Amazonas,2020-05-31,-55,1,-49,-27,-5,10
Amazonas,2020-06-01,-37,10,-32,-26,-21,13
Amazonas,2020-06-02,-29,21,-24,-19,-19,12
Amazonas,2020-06-03,-32,17,-30,-21,-20,12
Amazonas,2020-06-04,-30,17,-26,-19,-20,13
Amazonas,2020-06-05,-27,22,-25,-16,-17,12
Amazonas,2020-06-06,-29,26,-31,-9,-7,9
Amazonas,2020-06-07,-45,7,-46,-22,-2,9
Amazonas,2020-06-08,-28,17,-21,-16,-16,10
Amazonas,2020-06-09,-28,15,-20,-18,-17,10
Amazonas,2020-06-10,-27,15,-24,-18,-17,10
Amazonas,2020-06-11,-39,1,-24,-33,-46,17
Amazonas,2020-06-12,-19,20,-23,-17,-25,13
Amazonas,2020-06-13,-32,14,-24,-18,-7,10
Amazonas,2020-06-14,-44,5,-35,-22,3,9
Amazonas,2020-06-15,-23,11,-21,-18,-14,11
Amazonas,2020-06-16,-23,11,-20,-18,-13,10
Amazonas,2020-06-17,-27,6,-31,-22,-16,11
Amazonas,2020-06-18,-23,8,-22,-20,-15,11
Amazonas,2020-06-19,-21,11,-23,-17,-12,11
Amazonas,2020-06-20,-22,18,-23,-11,1,7
Amazonas,2020-06-21,-30,12,-24,-15,6,6
Amazonas,2020-06-22,-24,9,-17,-18,-14,10
Amazonas,2020-06-23,-23,11,-13,-17,-13,10
Amazonas,2020-06-24,-24,8,-17,-18,-13,11
Amazonas,2020-06-25,-20,13,-14,-16,-13,11
Amazonas,2020-06-26,-17,17,-14,-12,-11,11
Amazonas,2020-06-27,-19,22,-15,-7,1,7
Amazonas,2020-06-28,-28,14,-19,-12,6,7
Amazonas,2020-06-29,-20,14,-15,-17,-11,10
Amazonas,2020-06-30,-10,30,-6,-12,-9,8
Amazonas,2020-07-01,-10,31,-13,-12,-10,9
Amazonas,2020-07-02,-7,33,-6,-9,-10,9
Amazonas,2020-07-03,-4,34,-7,-6,-8,9
Amazonas,2020-07-04,-4,41,-2,3,3,5
Amazonas,2020-07-05,-14,29,-12,-5,9,6
Amazonas,2020-07-06,-5,36,-3,-5,-8,7
Amazonas,2020-07-07,-2,39,7,-4,-8,6
Amazonas,2020-07-08,-7,30,-8,-7,-8,7
Amazonas,2020-07-09,-7,26,-4,-7,-8,8
Amazonas,2020-07-10,-6,25,-6,-5,-6,8
Bahia,2020-02-15,-1,1,-17,0,5,1
Bahia,2020-02-16,-4,-1,-11,-3,0,2
Bahia,2020-02-17,-4,-2,-22,4,14,1
Bahia,2020-02-18,-3,-2,-18,4,12,1
Bahia,2020-02-19,-2,-4,-12,1,12,1
Bahia,2020-02-20,4,3,3,5,8,0
Bahia,2020-02-21,-1,5,-2,0,-3,2
Bahia,2020-02-22,-4,2,15,6,-9,0
Bahia,2020-02-23,5,5,35,-4,-6,1
Bahia,2020-02-24,-17,-17,58,-28,-52,8
Bahia,2020-02-25,-26,-33,56,-30,-61,6
Bahia,2020-02-26,-17,-15,6,-17,-27,4
Bahia,2020-02-27,-7,-4,-7,-4,10,1
Bahia,2020-02-28,-7,0,-21,-7,11,2
Bahia,2020-02-29,-9,1,-29,-11,3,4
Bahia,2020-03-01,-13,-1,-28,-12,0,5
Bahia,2020-03-02,-6,2,-24,4,17,1
Bahia,2020-03-03,-5,0,-19,2,15,0
Bahia,2020-03-04,-4,-2,-13,2,18,1
Bahia,2020-03-05,-3,-1,-14,4,18,0
Bahia,2020-03-06,-6,0,-30,2,16,1
Bahia,2020-03-07,-4,2,-33,-7,3,4
Bahia,2020-03-08,-11,-2,-35,-12,0,5
Bahia,2020-03-09,-7,-1,-27,4,17,1
Bahia,2020-03-10,-6,0,-24,3,15,0
Bahia,2020-03-11,-5,-4,-16,4,18,0
Bahia,2020-03-12,-7,-5,-20,1,17,1
Bahia,2020-03-13,-6,0,-25,0,17,1
Bahia,2020-03-14,-8,0,-31,-8,5,3
Bahia,2020-03-15,-18,-4,-34,-17,0,5
Bahia,2020-03-16,-13,1,-30,-5,14,2
Bahia,2020-03-17,-17,1,-29,-16,7,3
Bahia,2020-03-18,-25,-3,-30,-23,-3,7
Bahia,2020-03-19,-33,-8,-38,-30,-13,9
Bahia,2020-03-20,-40,-9,-51,-42,-18,11
Bahia,2020-03-21,-60,-22,-64,-56,-28,14
Bahia,2020-03-22,-73,-40,-72,-68,-34,16
Bahia,2020-03-23,-67,-33,-66,-63,-43,18
Bahia,2020-03-24,-71,-41,-65,-67,-51,19
Bahia,2020-03-25,-71,-40,-61,-67,-50,20
Bahia,2020-03-26,-70,-41,-60,-68,-50,20
Bahia,2020-03-27,-69,-35,-65,-67,-48,21
Bahia,2020-03-28,-70,-36,-67,-68,-42,19
Bahia,2020-03-29,-73,-42,-71,-73,-33,17
Bahia,2020-03-30,-62,-32,-61,-64,-43,19
Bahia,2020-03-31,-60,-26,-56,-63,-43,17
Bahia,2020-04-01,-59,-27,-53,-62,-41,17
Bahia,2020-04-02,-59,-26,-51,-63,-41,17
Bahia,2020-04-03,-60,-23,-58,-62,-39,19
Bahia,2020-04-04,-63,-24,-62,-63,-35,17
Bahia,2020-04-05,-70,-33,-68,-71,-31,16
Bahia,2020-04-06,-59,-26,-60,-65,-39,18
Bahia,2020-04-07,-53,-14,-52,-58,-38,15
Bahia,2020-04-08,-52,-12,-46,-57,-36,15
Bahia,2020-04-09,-49,-1,-44,-57,-38,14
Bahia,2020-04-10,-79,-56,-65,-76,-69,23
Bahia,2020-04-11,-64,-27,-64,-68,-40,17
Bahia,2020-04-12,-69,-33,-68,-71,-30,15
Bahia,2020-04-13,-59,-28,-62,-63,-38,18
Bahia,2020-04-14,-56,-25,-56,-61,-37,16
Bahia,2020-04-15,-55,-24,-51,-60,-35,17
Bahia,2020-04-16,-55,-22,-47,-59,-35,16
Bahia,2020-04-17,-57,-20,-56,-59,-34,18
Bahia,2020-04-18,-63,-25,-63,-61,-31,16
Bahia,2020-04-19,-70,-34,-68,-70,-28,16
Bahia,2020-04-20,-55,-20,-56,-61,-37,17
Bahia,2020-04-21,-74,-49,-62,-75,-64,22
Bahia,2020-04-22,-53,-20,-48,-57,-32,15
Bahia,2020-04-23,-59,-29,-53,-63,-35,17
Bahia,2020-04-24,-58,-22,-59,-60,-33,18
Bahia,2020-04-25,-60,-23,-62,-61,-28,16
Bahia,2020-04-26,-70,-36,-68,-70,-26,16
Bahia,2020-04-27,-55,-24,-58,-60,-31,17
Bahia,2020-04-28,-52,-19,-52,-56,-32,12
Bahia,2020-04-29,-53,-21,-49,-57,-30,15
Bahia,2020-04-30,-46,-5,-42,-51,-28,13
Bahia,2020-05-01,-73,-44,-61,-73,-62,23
Bahia,2020-05-02,-57,-12,-57,-59,-27,15
Bahia,2020-05-03,-67,-29,-63,-68,-22,14
Bahia,2020-05-04,-52,-12,-54,-56,-28,15
Bahia,2020-05-05,-50,-9,-48,-54,-29,14
Bahia,2020-05-06,-49,-8,-43,-53,-27,15
Bahia,2020-05-07,-47,-3,-40,-53,-27,14
Bahia,2020-05-08,-49,-1,-52,-54,-26,16
Bahia,2020-05-09,-54,-3,-58,-58,-23,15
Bahia,2020-05-10,-65,-18,-65,-66,-11,13
Bahia,2020-05-11,-53,-15,-55,-57,-28,16
Bahia,2020-05-12,-52,-14,-52,-55,-30,15
Bahia,2020-05-13,-54,-19,-49,-58,-29,16
Bahia,2020-05-14,-53,-17,-46,-56,-28,14
Bahia,2020-05-15,-54,-13,-54,-56,-27,17
Bahia,2020-05-16,-59,-15,-58,-58,-23,16
Bahia,2020-05-17,-70,-30,-66,-68,-20,15
Bahia,2020-05-18,-54,-17,-54,-57,-28,16
Bahia,2020-05-19,-57,-24,-57,-60,-31,16
Bahia,2020-05-20,-53,-16,-49,-56,-29,16
Bahia,2020-05-21,-59,-24,-53,-62,-31,18
Bahia,2020-05-22,-56,-13,-57,-57,-29,18
Bahia,2020-05-23,-59,-14,-60,-58,-23,16
Bahia,2020-05-24,-68,-25,-64,-67,-18,15
Bahia,2020-05-25,-64,-27,-56,-63,-44,20
Bahia,2020-05-26,-65,-31,-56,-65,-47,19
Bahia,2020-05-27,-58,-19,-49,-63,-36,18
Bahia,2020-05-28,-54,-12,-47,-57,-30,16
Bahia,2020-05-29,-54,-5,-53,-56,-29,18
Bahia,2020-05-30,-57,-10,-58,-57,-21,15
Bahia,2020-05-31,-67,-23,-63,-67,-15,15
Bahia,2020-06-01,-49,-7,-52,-53,-25,16
Bahia,2020-06-02,-49,-8,-49,-52,-27,15
Bahia,2020-06-03,-50,-10,-45,-52,-25,16
Bahia,2020-06-04,-52,-12,-48,-54,-27,16
Bahia,2020-06-05,-51,-3,-53,-53,-25,17
Bahia,2020-06-06,-56,-6,-58,-54,-20,15
Bahia,2020-06-07,-67,-20,-64,-66,-14,15
Bahia,2020-06-08,-47,-1,-50,-51,-24,15
Bahia,2020-06-09,-49,-7,-50,-53,-26,15
Bahia,2020-06-10,-43,0,-39,-49,-23,14
Bahia,2020-06-11,-60,-26,-48,-65,-48,19
Bahia,2020-06-12,-43,7,-47,-50,-25,16
Bahia,2020-06-13,-56,-13,-56,-56,-19,15
Bahia,2020-06-14,-65,-22,-61,-65,-11,14
Bahia,2020-06-15,-48,-9,-52,-52,-24,16
Bahia,2020-06-16,-47,-9,-49,-52,-26,15
Bahia,2020-06-17,-48,-12,-45,-53,-24,15
Bahia,2020-06-18,-48,-12,-45,-53,-24,15
Bahia,2020-06-19,-49,-5,-51,-52,-23,16
Bahia,2020-06-20,-53,-8,-55,-54,-15,14
Bahia,2020-06-21,-65,-21,-61,-65,-10,15
Bahia,2020-06-22,-46,-3,-50,-50,-24,15
Bahia,2020-06-23,-43,8,-37,-48,-24,12
Bahia,2020-06-24,-58,-25,-42,-60,-37,15
Bahia,2020-06-25,-51,-13,-45,-54,-27,15
Bahia,2020-06-26,-51,-8,-51,-53,-25,17
Bahia,2020-06-27,-56,-11,-55,-55,-18,16
Bahia,2020-06-28,-65,-22,-59,-64,-11,14
Bahia,2020-06-29,-49,-9,-52,-52,-24,16
Bahia,2020-06-30,-44,2,-46,-49,-24,14
Bahia,2020-07-01,-43,2,-38,-46,-21,14
Bahia,2020-07-02,-44,0,-40,-50,-25,15
Bahia,2020-07-03,-45,6,-48,-48,-22,16
Bahia,2020-07-04,-49,2,-52,-49,-15,14
Bahia,2020-07-05,-61,-11,-58,-60,-10,14
Bahia,2020-07-06,-42,3,-47,-46,-22,15
Bahia,2020-07-07,-43,4,-45,-46,-24,15
Bahia,2020-07-08,-45,-2,-45,-47,-22,15
Bahia,2020-07-09,-48,-7,-47,-52,-25,16
Bahia,2020-07-10,-45,4,-49,-45,-21,16
Ceará,2020-02-15,-2,2,-23,1,4,1
Ceará,2020-02-16,-8,2,-29,-2,-1,3
Ceará,2020-02-17,-9,-4,-27,4,13,0
Ceará,2020-02-18,-8,-3,-28,3,11,0
Ceará,2020-02-19,-8,-6,-27,1,10,0
Ceará,2020-02-20,-3,2,-22,2,8,0
Ceará,2020-02-21,-5,10,-16,6,11,-1
Ceará,2020-02-22,-22,3,-18,-13,-12,2
Ceará,2020-02-23,-20,1,13,-19,-10,2
Ceará,2020-02-24,-33,-22,55,-49,-59,10
Ceará,2020-02-25,-37,-29,39,-49,-65,8
Ceará,2020-02-26,-25,-19,-18,-26,-35,7
Ceará,2020-02-27,-10,-6,-26,-5,5,1
Ceará,2020-02-28,-13,-3,-30,-6,10,2
Ceará,2020-02-29,-14,0,-39,-14,2,5
Ceará,2020-03-01,-20,2,-42,-16,-4,6
Ceará,2020-03-02,-12,0,-30,-1,14,0
Ceará,2020-03-03,-8,3,-27,1,11,0
Ceará,2020-03-04,-9,-2,-28,1,10,1
Ceará,2020-03-05,-3,3,-19,2,11,0
Ceará,2020-03-06,-1,6,-22,7,13,-1
Ceará,2020-03-07,-7,2,-38,-5,2,3
Ceará,2020-03-08,-2,6,-26,-3,1,3
Ceará,2020-03-09,-9,-2,-24,3,15,0
Ceará,2020-03-10,-6,2,-23,3,12,0
Ceará,2020-03-11,-6,-4,-20,1,11,0
Ceará,2020-03-12,-10,-8,-28,-1,10,0
Ceará,2020-03-13,-12,-5,-33,2,12,1
Ceará,2020-03-14,-16,-2,-41,-11,1,4
Ceará,2020-03-15,-19,1,-38,-13,-2,5
Ceará,2020-03-16,-17,2,-32,-6,11,1
Ceará,2020-03-17,-20,8,-32,-15,0,3
Ceará,2020-03-18,-25,3,-33,-23,-14,6
Ceará,2020-03-19,-58,-20,-45,-56,-55,17
Ceará,2020-03-20,-63,-3,-54,-44,-40,15
Ceará,2020-03-21,-78,-29,-72,-60,-46,17
Ceará,2020-03-22,-81,-36,-76,-63,-39,17
Ceará,2020-03-23,-76,-34,-66,-68,-56,20
Ceará,2020-03-24,-76,-36,-66,-70,-61,20
Ceará,2020-03-25,-79,-44,-66,-76,-70,23
Ceará,2020-03-26,-73,-32,-60,-69,-59,20
Ceará,2020-03-27,-74,-32,-63,-68,-56,22
Ceará,2020-03-28,-76,-34,-70,-68,-46,19
Ceará,2020-03-29,-76,-34,-71,-68,-33,16
Ceará,2020-03-30,-70,-33,-62,-67,-51,20
Ceará,2020-03-31,-68,-25,-60,-67,-53,19
Ceará,2020-04-01,-64,-16,-53,-64,-52,19
Ceará,2020-04-02,-65,-20,-54,-65,-52,19
Ceará,2020-04-03,-68,-19,-59,-64,-49,20
